Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Universal Music Group150 Fifth AvenueNew York, NY 10011",Music Production,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,81,12/17/2012,Will occur in 3 phases between 1/2/2013 and 3/31/2013,-----,Company Restructure/Merger between UMG and EMI Music,Plant Layoff,Plant Layoff,Bumping rights do not exist.,Maria Rodriguez,(213) 330-7770,3907
,Airlines,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,843,9/18/2012 Amended 12/14/2012,"843 total -93 layoffs on or around 11/16/2012, 750 on or around 12/16/2012 Some layoffs have been postponed to occur on or around December 28, 2012",-----,Company Restructuring,Plant Layoff,Plant Layoff,"Terms of reduction will be governed by the company’s in Reduction in Force policy for the workgroup, as well as AA corporate Policy, including the seniority Lists and any provisions regarding “bumping rights”.","Tiffany Schlidge, Manager- Talent Services",(817) 963-7684,3906
"Beyer Farms, Inc.156-02 Liberty AvenueJamaica, NY 11433",Dairy Farm,Queens | WIB Name: NEW YORK CITY| Region: New York City,209,209,12/14/2012,-----,12/11/2012,Loss of contract,Plant Closing,Plant Closing,-----,"Jeffrey Beyer, General Counsel",(917) 648-1270,3905
"Diamondback Advisors NY, LLC810 7th Avenue 37th FloorNew York, NY 10019",Business Consultants,New York | WIB Name: NEW YORK CITY| Region: New York City,27,27,12/13/2012,-----,12/31/2012,Economic,Plant Closing,Plant Closing,None of the affected are represented by a union.,"Catherine Magee, Director of Human Resources",(203) 399-1638,3897
"Dynegy Northeast Generation, Inc./Danskammer Generating Station992-994 River RoadNewburgh, NY 12550",Power Plant,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,68,68,12/11/2012,-----,3/11/2013,Company has elected to retire the plant.,Plant Closing,Plant Closing,International Brotherhood of Electrical Workers Local 320,"Caroline S. Holder, Sr Director Labor Relations",(713) 767-5124,3896
"Alliance Bank120 Madison StreetSyracuse, NY 13202",Financial Institution,Onondaga | WIB Name: ONONDAGA| Region: Central RegionMadison/WIB Name: HMO/Region: Mohawk Valley,42,42,12/10/2012Amended 12/11/2012,to commence on or about 3/8/2013 or within 14 day period following,3/22/2013,Sale of Business,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"Colleen K. Lefeve, Sr Vice President, Human Resources",(315) 475-5890,3895
"New York Westchester Square Medical Center2475 St. Raymond AvenueBronx, NY 10461",Medical Center,Bronx | WIB Name: NEW YORK CITY| Region: New York City,586,586,12/11/2012,To occur between 3/10/2013 and 3/24/2013,3/24/2013,Economic,Plant Closing,Plant Closing,"1199 SEIU, NYS Nurses Association","Barbara DeAngelo, Director of Human Resources",(718) 430-7393,3894
,Medical Device Manufacturing,Erie | WIB Name: ERIE| Region: Western Region,11,11,6/22/2012 Amended 12/11/2012,on a rolling bases beginning on 9/21/2012 and ending on 12/31/2012 for both sites,9/30/2012,Economic,Plant Closing,Plant Closing,There are no bumping rights.,"Gail A. Orffeo, Human Resources Director",(716) 662-8741,3893
"Buckley Radio/Buckley Broadcasting/WOR, LLC111 Broadway, 3rd FloorNew York, NY 10006",Radio Broadcasting Station,New York | WIB Name: NEW YORK CITY| Region: New York City,73,73,8/15/2012Amended 12/11/2012,-----,was 11/11/2012 – is now 12/20/2012,Sale of Radio Station assets to Clear Channel Media & Entertainment,Plant Closing,Plant Closing,Screen Actors Guild-American Federation of Television and Radio Artists (SAG-AFTRA),Jerry Crowley,(212) 642-4540,3892
"Alliance Bank120 Madison StreetSyracuse, NY 13202",Financial Institution,Onondaga | WIB Name: ONONDAGA| Region: Central RegionMadison/WIB Name: HMO/Region: Mohawk Valley,56,56,12/10/2012,to commence on or about 3/8/2013 or within 14 day period following,3/22/2013,Sale of Business,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"Colleen K. Lefeve, Sr Vice President, Human Resources",(315) 475-5890,3891
"Credit Suisse Securities (USA) LLCOne Madison Avenue and Eleven Madison Avenue (one site)New York, NY 10010",Financial Institution,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,120,12/10/2012,Will occur between 12/30/2012 and 3/4/2013,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist.,"Ketty K. Russeva, Managing Director, Human Resources",(212) 538-8263,3890
"Ollies Noodle Shop1991 BroadwayNew York, NY 10023",Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,68,68,12/10/2012,----,1/30/2012,Sale of Business,Plant Closing,Plant Closing,Employees do not have bumping rights.,Michelle Yeh,(718) 359-7834,3889
"Angelica Textile Services, Inc.44 Newmans CourtHempstead, NY 11550",Commercial Industrial Laundry,Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,225,225,12/10/2012,To occur between 3/7/2013 and 3/21/2013,3/21/2013,Economic,Plant Closing,Plant Closing,"Workers United, Laundry Distribution and Food Service Joint Board",Tammy Smith DeJesus,(678) 823-4225,3888
"Philips Lighting Company7265 Route 54Bath, NY",Manufacturing outdoor//indoor lighting products,Steuben | WIB Name: CSS| Region: Southern Region,268,268,12/6/2012,undetermined at this time,undetermined at this time,Economic,Plant Closing,,USWA,"Amy Heysham, Human Resources Manager",(607) 776-8217,3887
"Masonite Corporation970 Kirkwood AvenueKirkwood, NY",Door Fabrication,Broome | WIB Name: BROOME/TIOGA| Region: Southern Region,64,64,12/6/2012,2/5/2013 or within 14 days thereafter,4/3/2013,Economic,Plant Closing,Plant Closing,The facility is not governed by a collective bargaining agreement and bumping rights do not exist.,"Marc Alexander, Regional Human Resource Manager",(704) 999-8585,3886
"Microsoft Corporation2929 Express Drive North, Suite 300Islandia, NY 11749",Computer program development,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,39,12/6/2012,3/8/2013,-----,"Reorganization and restructuring, relocating the affected jobs to Washington state.",Plant Layoff,Plant Layoff,Employees are not entitled to bumping and are non-union.,"Amy Pannoni, Attorney",(425) 421-2551,3885
"Eurest Services @ American AirlinesJohn F. Kennedy International Airport Terminal 8Jamaica, NY 11430",Cleaning Services,Queens | WIB Name: NEW YORK CITY| Region: New York City,120,120,12/6/2012,-----,3/1/2013,Loss of Contract,Plant Closing,Plant Closing,No bumping rights exist.,"John Do Carmo, Area Manager",(516) 319-3380,3884
"Delft Blue36A Garden StreetNew York Mills, NY 13417",Meat Processing,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,58,58,12/6/2012,-----,3/6/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist; employees are non-union.,"Fred Alsante, Human Resources",(315) 768-7100 Ext 231,3883
"Microsoft Corporation2929 Express Drive North, Suite 300Islandia, NY 11749",Computer program development,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,39,12/6/2012,3/8/2013,-----,Reorganization and restructuring,Plant Layoff,Plant Layoff,Employees are not entitled to bumping and are non-union.,"Amy Pannoni, Attorney",(425) 421-2551,3882
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,25,25,8/1/2012 Amended 12/5/2012,"All employees will be laid off on 3/4/2013 or during the fourteen day period that begins on that date, except for a small number of employees, presently unknown, who will assist with the winding down of operations.",3/4/2013,Economic,Plant Closing,Plant Closing,Local 100,"Mr. Ann Martinez, CFO",(212) 560-1658,3881
"The Daily Holdings, Inc./The Daily1211 Avenue of the Americas 9th FloorNew York, NY 10036",Newspaper,New York | WIB Name: NEW YORK CITY| Region: New York City,126,126,12/5/2012,-----,3/5/2013,Economic,Plant Closing,Plant Closing,-----,"Amy Scialdone, Vice President, Human Resources",(212) 930-8227,3880
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,21,21,7/31/2012 Amended 12/4/2012,"All employees will be laid off on 11/2/2012 or during the fourteen day period that begins on that date, except for a small number of employees, presently unknown, who will assist with the winding down of operations.",11/2/2012 Postponed to occur on or during the 14 day period that begins on 3/4/2013,Economic,Plant Closing,Plant Closing,"No bumping rights exist among those non-union employees, nor are there any jobs to which those employees may bump.","Ann Martinez, CFO",(212) 560-1658,3879
"Dewey & LeBoeuf1301 Avenue of the AmericasNew York, NY 10019",Law Offices,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,12/4/2012,11/30/2012,-----,Economic,Plant Layoff,Plant Layoff,None of the affected employees are represented by a union and none are entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.,Emily Burak,(212) 259-6971,3878
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS| Region: Southern Region,35,35,12/3/2012,To commence on 3/8/2013 and continue in phases through till closing,9/15/2013,Economic,Plant Closing,Plant Closing,No employee representation,"Tim Bunda, Human Resources",(215) 441-1863,3876
"Archcare, Inc. @ Kateri Residence150 Riverside DriveNew York, NY 10024",Skilled Nursing Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,592,592,12/3/2012,-----,3/1/2013,Sale of facility,Plant Closing,Plant Closing,1199 SEIU,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3875
,E-learning and performance support solutions,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,3,4/30/2012 Amended 12/3/2012,7/23/2012 2 layoffs have been postponed to occur on 4/30/2013,-----,Business acquisition,Plant Layoff,Plant Layoff,No bumping rights and no official representation (union or otherwise).,"Greg Porto, Vice President",(603) 324-3000 Ext 3623,3874
"Sunrise Bakery4564 2nd AvenueBrooklyn, NY 11232",Bakery Production Operation,Kings | WIB Name: NEW YORK CITY| Region: New York City,78,78,11/29/2012,-----,On or about 2/27/2013,Economic,Plant Unit Closing,Plant Unit Closing,No bumping rights exist and none of the employees are represented by a union.,"Frank LaFerlita, Employer Representative",(718) 499-0800,3872
"Sea Crest Health Care Center3035 W 24th StreetBrooklyn, NY 11224",Health Care Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,274,274,11/29/2012,10/30/2012 through 11/25/2012,10/31/2012,Due to Hurricane Sandy,Temporary Plant Closing,Temporary Plant Closing,1199 SEIU United Healthcare Workers East,"Catherine Rose, Administrator",(516) 487-3030,3871
"Shore View Nursing Homec/o Sea Crest Health Care Center2865 Brighton 3rdBrooklyn, NY 11235",Nursing Home,Kings | WIB Name: NEW YORK CITY| Region: New York City,255,255,11/29/2012,11/3/2012,11/2/2012,Due to Hurricane Sandy,Temporary Plant Closing,Temporary Plant Closing,1199 SEIU United Healthcare Workers East,"Suzanne Hogan, Administrator",(516) 487-3030,3870
,Direct Marketing Advertising Distribution Services,Kings | WIB Name: NEW YORK CITY| Region: New York City,-----,60,11/29/2012,To occur between 2/26/2013 and 3/11/2013,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights and the employees are not represented by any union.,"Judah Mashitz, Controller",(718) 647-3000,3869
"New York Marriott Downtown85 West Sports Bar and Grill85 West Street at Albany StreetNew York, NY 10006",Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,38,38,11/28/2012,-----,11/30/2012,Due to Hurricane Sandy,Plant Closing,Plant Closing,Employees have no bumping rights.,"Anne Crowley, Senior Work Environment Manager",(516) 508-8696,3867
"Nathan's Famous, Inc.1310 Surf AvenueBrooklyn, NY 11224",Restaurant,Kings | WIB Name: NEW YORK CITY| Region: New York City,51,51 (31 full-time and 20 part-time employees),11/26/2012,-----,11/13/2012,Due to Hurricane Sandy,Plant Closing,Plant Closing,Local 1102 RWDSU UFCW,"Karen C. Brown, Senior Director, Human Resources",(516) 338-8500 Ext 295,3866
"ARAMARK Business Dining Services55 Water Getaway, 55 Water StreetNew York, NY 10041",Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,29,29,11/26/2012,-----,10/26/2012,Due to Hurricane Sandy,Plant Closing,Plant Closing,UNITE HERE Local 100,"Susan Eisma, Regional Human Resources Director",(860) 920-5013,3865
"Statue Cruises, LLC1 Battery Place - Battery Park-Castle ClintonNew York, NY 10004",Ticket office,New York | WIB Name: NEW YORK CITY| Region: New York City,27,27,11/19/2012,-----,11/16/2012,Due to Hurricane,Temporary Plant Closing,Temporary Plant Closing,"AFL-CIO, Local 333 United Marine Division","Curt Muller, Human Resources Director",(551) 655-3242,3864
"TPG Contract Services, LLC Operating at the Moda Restaurant135 West 52nd StreetNew York, NY 10019",Restaurant & Hotel Listed Below,New York | WIB Name: NEW YORK CITY| Region: New York City,38,38,6/29/2012Amended 11/15/2012,-----,8/27/2012- postponed to occur on 10/17/2012,Company Restructuring,Plant Closing,Plant Closing,"Hotel & Motel Trades Council, AFL-CIO UNITE HERE","Frank Cosentino, General Manager",(212) 887-9400,3862
"TPG Contract Services, LLC Operating at the Flatotel 135 West 52nd StreetNew York, NY 10019",Hotel,New York | WIB Name: NEW YORK CITY| Region: New York City,139,119,11/15/2012,-----,2/5/2013,Economic,Plant Closing,Plant Closing,"Hotel & Motel Trades Council, AFL-CIO UNITE HERE","Frank Cosentino, General Manager",(212) 887-9400,3861
,Financial,Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,100,100,11/13/2012  Amended 11/15/2012,Notices have been and will be given to the affected workers between 7/2/2012 and 12/3/2012,3/3/2013,Economic,Plant Unit Closing,Plant Unit Closing,No bumping rights exist and there is no union representation for these employees.,"Sheri Paulo, Director of Employee Relations",(415) 658-4507,3858
"General Board of Global Ministries475 Riverside Drive, Room 1405New York, NY 10115",Religious Ministries,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,8,11/14/2012,9/28/2012,-----,A division of the United Methodist Church will be taking over these functions.,Plant Layoff,Plant Layoff,"GBGM employees are unionized and therefore, provisions regarding transfer, bumping and reassignment rights to affected employees may apply.","Maureen Cleary, Human Resources Director",(212) 870-3663,3857
"Citigroup Inc.1 Reckson PlazaUniondale, NY 11556",Financial,Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,100,100,11/13/2012,Notices have been and will be given to the affected workers between 7/2/2012 and 12/3/2012,3/3/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist and there is no union representation for these employees.,"Sheri Paulo, Director of Employee Relations",(415) 658-4507,3854
,Business development services,New York | WIB Name: NEW YORK CITY| Region: New York City,98,98,11/13/2012,to occur between 2/7/2013 and 2/20/2013,2/20/2013,Sale of Business to Deloitte Consulting LLP,Plant Closing,Plant Closing,No opportunities for bumping and none of the affected employees are represented by a union.,Lyn Rosenstein,(617) 252-2019,3853
,Law Offices,New York | WIB Name: NEW YORK CITY| Region: New York City,37,3,11/9/2012,"11/7/2012 (2 affected), 11/15/2012 (1 affected)",-----,Economic,Plant Layoff,Plant Layoff,None of the affected employees are represented by a union and none are entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.,Emily Burak,(212) 259-6971,3852
"Spectrum Plastics Group2 International BlvdBrewster, NY 10509",Product Manufacturing,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,50,"50 (11 will be transferred to the Ansonia, CT facility)",11/8/2012,2/8/2013,3/15/2013,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and are not subject to a collective bargaining agreement.,"Jennifer Ellingson, HR Consultant",(952) 927-2433,3851
"Vette Thermal Solutions, LLC6377 Dean ParkwayOntario, NY 14519",Cooling Systems and Product Manufacturing,Wayne | WIB Name: FINGER LAKES| Region: Finger Lakes Region,84,84,11/7/2012,Will begin on 2/15/2012 or during a 14-period that follows,3/1/2013,Economic,Plant Closing,Plant Closing,No union representation and no bumping rights exist.,Dorothy Young,(603) 635-5121,3850
"Southeastern Container, Inc.115 Airport DriveWappingers Falls, NY 12590",Beverage Bottling Manufacturing,Dutchess | WIB Name: DUTCHESS| Region: Mid-Hudson Region,-----,15 (Phase 1 of 3 Phases),11/7/2012,2/7/2013,10/1/2013,Economic,Plant Closing,Plant Closing,No bumping rights available and no union representation.,"Joaquin Gonzales, General Manager",(845) 463-3935,3849
"Grocery Haulers777 Brush AvenueBronx, NY 10465",Transportation,Bronx | WIB Name: NEW YORK CITY| Region: New York City,52,52,11/7/2012,-----,2/10/2013,Possible loss of contract,Potential Plant Closing,Potential Plant Closing,International Brotherhood of Teamsters,"John O'Brien, Manager Human Resources",(732) 499-3746,3848
"Façade Tek472 Dean StreetBrooklyn, NY",Metal Fabrications,Kings | WIB Name: NEW YORK CITY| Region: New York City,3,3,11/5/2012,-----,1/2/2013,Economic,Plant Closing,Plant Closing,There will be no bumping rights and there is no union representing the affected workers.,"James R. Hook, President",(317) 769-2919,3847
"Mercy of Northern New York218 Stone StreetWatertown, NY 13601",Nursing Home,Jefferson | WIB Name: JEFF/LEWIS| Region: North Country Region,240,240,11/6/2012,To occur between 2/7/2013-2/20/2013,2/20/2013,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,"Dennis Casey, Administrator",(315) 785-7400,3846
"Brockway-Smith Company171 Stacy RoadCoxsackie, NY 12051",Wholesale distributors of millwork,Greene | WIB Name: COLUMBIA/GREENE| Region: Capital Region,59,59,11/5/2012,-----,2/1/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Linda Lyons, Human Resources Manager",(978) 475-7100 Ext 1347,3845
"Thruway Food Markets and Shopping Center, Inc.78 Oak StreetWalden, NY 12586",Grocery Store,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,"117 (118) full time and part time employees as defined under the provisions of Thruway Food Markets and Shopping Center, Inc.",117 - 118,7/27/2012Amended 10/25/2012,Will begin as early 1/22/2013,Closing depends on the winding down and liquidation of its operations. Closing is expected to occur within the next 6 months.,Sale of Business,Plant Closing,Plant Closing,UFCW Local 464 A,Phil Larocco,(845) 778-3535,3843
"ICF Macro/ICF International130 Arizona AvenuePlattsburg, NY 12903",Call Center,Clinton | WIB Name: C-E-F-H| Region: North Country Region,65,65,10/25/2012,-----,2/15/2013,Economic,Plant Closing,Plant Closing,Bumping rights do not exist for affected employees.,Todd Pouwels,(404) 592-2270,3842
"Marathon Bank of New York/Investors Bank31-33 31st StreetAstoria, NY 11106",Bank,Queens | WIB Name: NEW YORK CITY| Region: New York City,31,31,11/5/2012,-----,1/31/2013,Economic,Plant Closing,Plant Closing,The affected employees are not represented by a union.,"Catherine Cossa, Vice President & Director of Human Resources",(973) 924-5163,3841
,Staffing Agency,Kings | WIB Name: NEW YORK CITY| Region: New York City,227,227,9/14/2012 Amended 11/5/2012,-----,Last day of contract 12/21/2012 (residual activity will continue on site through March 2013),Loss of WeCARE contract,Plant Closing,Plant Closing,None of the employees have bumping rights nor are they represented by a union or collective bargaining agreement.,"Kris McGill, Director of Human Resources",(610) 742-5489,3840
,Staffing Agency,Kings | WIB Name: NEW YORK CITY| Region: New York City,61- Main office Administration and Fulton Site,Unsure at this time.,9/14/2012 Amended 11/5/2012,Contract ends on 12/31/2012 (residual activity will continue on site through March 2013),-----,Loss of Back to Work contract,Plant Closing,Plant Closing,No employee has bumping rights and none are represented by a union or collective bargaining agreement.,"Kris McGill, Director of Human Resources",(610) 742-5489,3839
,Provide health services to people with disabilities and other rehabilitative and developmental needs.,New York | WIB Name: NEW YORK CITY | Region: New York City,128 (total at all three sites),78,10/2/2012 Amended: 10/25/2012,Layoffs will take place between 12/31/2012 and 1/14/2013.,12/31/2012,Economic,Plant Layoff,Plant Layoff,"International Brotherhood of Teamsters, Local 210","Les Halpert, Ph.D.",(212) 585-6009,3837
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,92,92,10/23/2012,-----,1/16/2013,Economic,Plant Closing,Plant Closing,UNITE HERE Local 100,Angie Michalopoulos,(212) 245-5336,3836
,Hotel,New York | WIB Name: NEW YORK CITY| Region: New York City,64,64,10/23/2012,-----,1/16/2013,Economic,,Plant Closing,"NY Hotel & Motel Trades Council, AFL-CIO, UNITE HERE, Local 32BJ",Steve Sasso,(646) 744-0281,3835
,Hospice Care,Erie | WIB Name: ERIE| Region: Western Region,15,15,10/17/2012,1/15/2013,1/15/2013 - expected to reopen on or about 3/1/2013 as an acute care facility,Renovation and Reconstruction,Temporary Plant Closing,Temporary Plant Closing,-----,"Louis A. Izzo, Jr. Executive Vice President",(716) 989-2057,3834
"HMX Group1155 North Clinton AvenueRochester, NY 14621",Men's Apparel Manufacturer,Monroe | WIB Name: MONROE | Region: Finger Lakes RegionNew York | WIB Name: NEW YORK CITY| Region: New York City,502 (both Rochester and NYC sites),431,10/18/2012,-----,Occur on 12/18/2012 or within 14 days thereafter.,Economic,Potential Plant Closing,Potential Plant Closing,Some of the affected workers at the Rochester location are represented by Workers United.,"Amy R. Toppen, Corporate Director of Human Resources",(212) 826-1757,3833
"St. Vincent Catholic Medical Centers of New York – St. Vincent’s Hospital - Corporate450 West 33rd StreetNew York, NY 10001",Medical Center,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,2,6/4/2012Amended 10/17/2012,Separations will occur on 10/19/2012 or later,TBD,Economic,Plant Closing,Plant Closing,"1199 Service Employees International Union. There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Steven R. Korf, Chief Financial Officer",(212) 356-4415,3831
"Honeywell Technology Solutions Inc.Integrated Logistics Support Services (ILSS-2) ProgramFort Drum, NY",Support Services to the government,Jefferson | WIB Name: JEFF/LEWIS| Region: North Country Region,77,77,10/16/2012,-----,11/21/2012,Possible Contract Loss,Plant Closing,Plant Closing,Employees are not represented by a union and do not have bumping rights.,Eric Jenkins,(703) 933-6431,3829
"Dal-Tile Corporation103 South Clark StreetOlean, NY 14760",CeramicTile Manufacturer,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,179,179,10/12/2012Amended 10/15/2012,1/11/2013-2/1/2013,1/11/2013,Economic,Plant Closing,Plant Closing,"United Steel, Paper & Forestry, Rubber Manufacturing, Energy Allied Industrial and Service Workers International Union and Olean Local 151G","Robin Krueger, Human Resources Director",(214) 309-4084,3828
"Dal-Tile Corporation103 South Clark StreetOlean, NY 14760",CeramicTile Manufacturer,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,179,179,10/12/2012,1/11/2013-2/1/2013,1/11/2013,Plant Closing,Plant Closing,Plant Closing,"United Steel, Paper & Forestry, Rubber Manufacturing, Energy Allied Industrial and Service Workers International Union Olean Local 151G","Robert Krueger, Human Resources Director",(214) 309-4084,3827
"Eastman Kodak Canal Ponds115 Canal BlvdRochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,48,10/12/2012,12/30/2012,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,3826
"Trison Business Solutions, Inc. (working on site at the General Motors Fuel Research Center)10-11 Carriage StreetHoneoye Falls, NY 14472",Contract Workers,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,118,10/6/2012,"The majority of the services provided will no longer be needed as of 12/31/2012, with a few exceptions lasting until 2/28/2013.",-----,"General Motor's decision to close the Honeoye Fall's, NY site.",Plant Layoff,Plant Layoff,Non-union. There are no bumping rights.,"Elizabeth (Lee) DeFazio, HR Manager",(585) 768-9660,3825
