Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Sperian Protective Gloves USA 
  formerly Perfect Fit Glove, LLC)
  85 Innsbruck    Drive
  Buffalo, NY 14227",Manufacturer of industrial gloves,Erie  | WIB Name: ERIE| Region: Western Region,"61 (Six administrative staff will remain employed by  the company, but will be 
  relocated to another site. That site has not yet been determined.",55,12/17/2009,Beginning on 3/11/2010,3/24/2010,Relocation of work to China,Plant Closing,Plant  Closing,-----,"Steven Spotts, Vice President & General Manager",(716) 608-7842,2525
"HSBC - Payment Operations Unit
2 Hanson Place
Brooklyn, NY 11217",Bank,Kings | WIB Name: NEW YORK CITY| Region: New York City,95,95,12/16/2009,21 of the affected employees layoffs will  be postponed to occur between 3/10/2010 and 3/24/2010,12/2/2009,Economic,Plant Unit Closing,Plant  Unit Closing,There are no union employees  involved in this closing.,"Lisa  Barrett, Employee Relations Specialist, Human  Resources",(757) 523-3111,2522
"TeleTech Holdings, Inc.
The Niagara SDC
333 1st Street
Niagara Falls, NY 14303",Service Delivery Center,Niagara | WIB: NIAGARA | Region: WESTERN REGION,417,417,12/15/2009,"Begin  on the 14 day period commencing on: 1/8/2009  (403 affected)
  3/15/2010 (remaining  14 affected)",3/29/2010,Completion of  annual enrollment project,Plant Closing,Plant  Closing,No  labor organization represents employees and there are no bumping rights.,Mike Collins,(303) 397-9260,2520
"Eastman Kodak Company - Kodak Research Labs
1669 Lake Avenue
Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,3,12/15/2009,To  occur between 2/18/2010 and 2/28/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee  Services",(585) 781-1896,2519
"Welcome Wagon 
245 Newton Road, Suite 500
Plainview, NY 11803",Homeowner marketing company,Oyster Bay | WIB: OYSTER BAY | Region: LONG ISLAND,25,,12/14/2009,-----,2/28/2010,Economic,,Plant Closing,-----,"Laurie Belfiore, Sr. Human Resources Manager",(516) 342-6613,2518
"Pfizer Inc.
401 North    Middletown Road
Pearl River, NY 10965",Pharmaceutical Manufacturing,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,2931,95,12/14/2009,"3/14/2010 (49 union workers affected), 
  3/26/2010 (46 non  union workers affected)",-----,Company Restructuring,,Plant  Layoff,Local 143C-International Chemical Workers Union/UFC,"Elaine Cunningham - Director, Human Resources",(845) 602-2173,2517
"McQuade Childrens Services 
  (School, Residential Treatment Center & Community  Based Services Center)
   623 Blooming Grove Turnpike
   New  Windsor, NY 12553",Provider of special education services to students  with disabilities,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,114,114,12/14/2009,-----,"During  the 14-day period commencing on: 12/15/2009 -  school
  12/26/2009 - residential treatment  center
  1/2/2010 - Community-based services center","NYS Department of Education has removed this facility  as an approved provider 
  of special education services",Plant Closing,Plant  Closing,Communications  Workers of American Local 1120,"Jennifer Clum, Director of Human Resources",(845) 561-0436,2514
"Eastman Kodak Company - Kodak Research Labs
1999 Lake    Avenue
Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,5,12/11/2009,To  occur between 2/10/2010 and 2/17/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee  Services",(585) 781-1896,2513
"Wyeth Pharmaceuticals (now known as Pfizer)
         64 Maple Street
       Rouses Point, NY 12979",Pharmaceuticals,Clinton  | WIB: C-E-F-H | Region: CAPITAL DISTRICT,200-at Maple    St location,"85-this number  reflects Maple St location only. 
  The total number affected for all 4 sites indicated is  414.",11/25/2009,3/12/2010  (final 85 on site to face layoffs),6/30/2010,Economic,Plant  Closing,Plant  Closing Amended,Local 95c ICWU/UFCW,"Elaine M. Reynolds, Director, Human Resources (Maple St location) 
  Kent  Eldridge, Director Human Resources (Ridge    Rd, Academy    St and Idaho    Ave locations)",(518) 297-1697 Ms. Reynolds/ (518) 846-6322 Mr.  Eldridge,2512
"Ideal Mortgage Bankers 
d/b/a Lend America
520 Broadhollow Road
Melville, NY 11747",Mortgage  Banking,Suffolk | WIB Name: SUFFOLK| Region: Long Island,572,572,12/7/2009,Layoffs  began on 12/1/09 (524 affected)  Remaining 48 will be released on closing date,12/1/2009,Withdrawn  HUD/FHA approval,Plant Closing,Plant  Closing,-----,"Denise Tyler, VP Human Resources & Payroll",(631)  944-6800,2510
"Ideal Mortgage Bankers 
  d/b/a Lend America
  520 Broadhollow Road
  Melville, NY 11747",Mortgage  Banking,Suffolk | WIB Name: SUFFOLK| Region: Long Island,572,572,12/7/2009,Layoffs  began on 12/1/09 (524 affected)  Remaining 48 will be released on closing date,12/18/2009,Withdrawn  HUD/FHA approval,Plant Closing,Plant  Closing,-----,"Denise Tyler, VP Human Resources & Payroll",(631)  944-6800,2509
"Honeywell International/Scanning and Mobility
  700 Visions    Drive
  Skaneateles Falls, NY 13153","Bar code engines, scanners & mobile computers",Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,3,12/7/2009,Will  occur between 3/2/2010 and 3/16/2010,-----,Economic,Plant Layoff,Plant  Layoff,No bumping procedure  available to affected employees.,"Christine A. Ruppert, Assistant General Counsel",(763) 954-6102,2508
"Arties Delicatessen
  West Side Deli LLC
  2290 Broadway
  New York, NY 10024",Restaurant,New York | WIB  Name: NEW YORK CITY| Region: New York City,72,72,12/7/2009,-----,3/8/2010,Economic,Plant Closing,Plant  Closing,"The affected employees are not represented by any  union and there are no bumping rights 
  at this location.","Jeffrey  Bank, Managing Member",(212)  675-7722,2507
"RJE Telecom
              311 Clock Tower Commons
               Brewster, NY 10509",Telecommunications,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson  Region,-----,105,12/7/2009,11/19/2009,-----,Economic,,Plant  Layoff,-----,"Jane Pelkey, Human Resources Director",(239) 454-1944,2506
"The Journal News
  One Gannett Drive
  White Plains, NY 10604",Newspaper printing and packaging,Westchester | WIB  Name: WESTCH/PTNM| Region: Mid-Hudson Region,166,166,12/4/2009,-----,3/7/2010,Economic,Plant Closing,Plant  Closing,"The  affected are not represented by a collective bargaining agreement and there are  no 
  bumping rights.","Dolores Pinto, East Group Human Resources Director",(302) 324-2450,2505
"Filene's Basement
620  Avenue of the Americas
New York, NY 10011",Retail store,New York | WIB  Name: NEW YORK CITY| Region: New York City,75,75,12/3/2009,Will  begin on 3/3/2010,3/31/2010,Unable  to renegotiate lease at site,Plant  Closing,Plant Closing,-----,"Ann M. Keefe, Senior Vice President, Human Resources",(617) 348-7177,2502
"Matrx (Midmark Corporation)
145 Mid County    Drive
Orchard Park, NY 14127",Dental Gas & Veterinary Anesthesia Equipment Mfr,Erie  | WIB Name: ERIE| Region: Western Region,87,87,12/3/2009,"Postponed  to occur between 12/4/2009-12/31/2009
  Layoffs postponed  for 6 of the affected employees that remain",Closing date  postponed from 11/20/09 to 12/31/09,"Consolidation of Air and Vac division with operations  at corporate headquarters 
  in Versailles, Ohio",,Plant  Closing,-----,"Ms. Sue Hulsmeyer, Human Resource Manager",(937) 526-8363,2501
"Pfizer Inc.
  401 North    Middletown Road
  Pearl River, NY 10965",Pharmaceutical Manufacturing,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,2931,200,12/1/2009,3/12/2010,-----,Company Restructuring,Plant Layoff,Plant  Layoff,-----,"Elaine Cunningham, Director, Human Resources",(845) 602-2173,2500
"Matrx (Midmark Corporation)
  145 Mid County    Drive
  Orchard Park, NY 14127",Dental Gas & Veterinary Anesthesia Equipment Mfr,Erie  | WIB Name: ERIE| Region: Western Region,87,87,12/2/2009,"Postponed  to occur between 12/4/2009-12/31/2009
  Layoffs postponed  for 6 of the affected employees that remain",11/20/2009,"Consolidation of Air and Vac division with operations  at corporate headquarters 
  in Versailles, Ohio",Plant Closing,Plant  Closing,-----,"Ms. Sue Hulsmeyer, Human Resource Manager",(937) 526-8363,2499
"SKC Haas Display Films (USA) LLC
  100 Latona Road 
  Building 318 Dock 1
  Rochester, NY 14652",Chemicals for use in flat panel techonology,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,24,24,12/2/2009,"Begin  on or after 2/6/2010 and continue through  6/30/2010
  (2 affected on 2/6/2010, 7 on  2/28/2010, 8 on 3/31/2010, 3 on 4/30/2010, 4 on 6/30/2010)",6/30/2010,Economic,Plant Closing,Plant  Closing,Bumping rights do not  presently exist with respect to any of the positions.,"Kari Godberson, Human Resources Manager",(508) 229-7143,2498
"Cummins Inc.
  4720 Baker    Street
  Lakewood, NY",Mfg Internal  Combustion Engines Mfg Motor Vehicle Parts/Accessories,Chautauqua | WIB: CHAUTAUQUA| Region: WESTERN REGION,1300,452,12/1/2009,3/1/2010,-----,Economic,Temporary Plant Layoff,Temporary  Plant Layoff,Employees  are not represented by a union and do not have bumping rights.,Ken Sensanbaugher/Lee Goerlich/Christin Harris/Rhonda  Howard,(716) 456-2676/ (716) 456-2478/ (716) 456-2086/ (716)  456-2216,2497
"US Airways
  LaGuardia Airport
   Flushing, NY 11371",Airlines,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,261,12/1/2009,Between  1/31/2010 and 2/14/2010,-----,Economic,,Plant  Layoff,"AFA  MEC Mike Flores, President/USAPA Mike Cleary, President

  Classification:  Plant Layoff","Toya Allen, Director, Human Resources",480) 693-8609,2496
"Forest Laboratories, Inc. (Commercial Packaging  Operations)
500 Commack    Road 
Commack, NY 11725","Identifies,  develops, and delivers pharmaceutical products",Suffolk | WIB Name: SUFFOLK| Region: Long Island,84,84,12/1/2009,-----,3/1/2010,Economic,Plant Unit Closing,Plant  Unit Closing,Teamsters  Local 210,"Jodi Shafron-Kaplan, Executive Director, R & D  Human Resources",(631)  858-6030,2495
"St. Francis Geriatric & Health Care Services Inc.
  34 Benwood    Avenue
  Buffalo, NY 14214",Geriatric Care,Erie  | WIB: ERIE| Region: WESTERN REGION,198,53,11/25/2009,-----,"2/24/2010 Those  that will not be affected by permanent layoff will be offered 
  employment in other facilities that are owned by  Catholic Health Continuing Care 
  (145 employees).",Economic,Plant Closing,Plant  Closing,1199 SEIU Healthcare Workers  East,"Raymond Konieczek, Director of Human Resources",(716) 923-4813,2492
"Corwood Laboratories Inc.
  55 Arkay Avenue & 55 Adams Avenue
  Hauppauge, NY 11788",Manufactures  Pharmaceutical Preparations,Suffolk | WIB Name: SUFFOLK| Region: Long Island,18,18,11/25/2009,"Final layoffs postponed for remaining  18 on each of the 2 sites: 5 affected on  11/23/2009,
  2  affected on 11/30/2009 and 11 affected on 12/09/2009",12/9/2009,Economic,Plant Closing,Plant  Closing,Production Services &  Sales District Council Local 815-S,Susan Levine,(631) 273-7373  Ext 301,2490
"Worldwide Flight Services, Inc.
  New York Offices
  Building 151, 3rd Floor Suite 304
  JFK International   Airport
  Jamaica, NY 11430",Passenger and cargo handling,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,93,11/25/2009,2/26/2010,-----,Economic - contract cancellation with China Airlines,Plant Layoff,Plant  Layoff,"Transport Workers Union of America,  AFL-CIO, Local 504","Anne Telesford, Human Resources Manager",(718) 244-8222 Ext 224,2489
"Wyeth Pharmaceuticals (now known as Pfizer)
  64 Maple Street
  Rouses Point, NY 12979",Pharmaceuticals,Clinton  | WIB: C-E-F-H | Region: CAPITAL DISTRICT,200-at Maple    St location,"115-this number reflects Maple St location only. 
  The total number affected for all 4 sites indicated is  414.",11/25/2009,2/26/2010 (1st round),6/30/2010,Economic,Plant  Closing,Plant  Closing,Local 95c ICWU/UFCW,"Elaine M. Reynolds, Director, Human Resources (Maple St location) 
  Kent  Eldridge, Director Human Resources (Ridge    Rd, Academy    St and Idaho    Ave locations)",(518) 297-1697 Ms. Reynolds/ (518) 846-6322 Mr.  Eldridge,2488
"Matrx (Midmark Corporation)
  145 Mid County    Drive
  Orchard Park, NY 14127",Dental Gas & Veterinary Anesthesia Equipment Mfr,Erie |  WIB Name: ERIE| Region: Western Region,87,87,11/23/2009,11/27/2009-Layoffs postponed for 10 of the  affected employees that remain,11/20/2009,"Consolidation of Air and Vac division with operations  at corporate headquarters in Versailles,   Ohio",Plant Closing,Plant  Closing,-----,"Ms. Sue Hulsmeyer, Human Resource Manager",(937) 526-8363,2487
"Bice Ristorante/Da Ecib USA, Inc.
  7 East 54th    Street
  New York, NY 10022",Restaurant,New York | WIB  Name: NEW YORK CITY| Region: New York City,94,0,11/23/2009,-----,No  closing or layoffs intended at this time.,Economic,Plant Closing Averted,Plant  Closing Averted,UNITE HERE Local 100,"Raffaele Ruggeri, President",(212) 688-1999,2486
"Matthews International Corp.
  25 Chestnut    Street
  Seneca Falls, NY 13148",Manufacturing Metal Letters & Marking Devices,Seneca | WIB Name: FINGER LAKES | Region: Finger Lakes Region,20,20,11/23/2009,"Layoff  for 1 of the affected have been postponed from 10/13/09 to 1/22/2010
  Layoffs for 5 of  the affected have been postponed from 10/13/09 to 2/18/2010 
  Layoff  for 1 of the affected has been postponed from 12/31/209 to 2/18/2010",4/2/2010,Economic,Plant Closing,Plant  Closing,There is no union and there are no bumping  rights.,"Ann York, Regional HR Manager",(765) 966-1576,2485
"The  Penn Traffic Company (P&C/Quality Stores/Warehouses)
  (Multiple  sites listed below)
  Corporate  Office: P.O. Box 4737
  Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence Counties
  Central  Region - Cortland, Cayuga, Onondaga, and Oswego Counties
  Mohawk Valley  Region - Montgomery, Oneida,  and Madison Counties
  Western  Region - Erie, Niagara, Cattaraugus, and Chautauqua Counties.
  Southern  Tier - Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins  Counties
  Finger  Lakes - Yates, and Seneca   Counties","4,142","4,142",11/19/2009  Amended,02/15/2010,02/15/2010,Economic,Plant Closing,Plant  Closing,UFCW Local 1; IBT Local 294  and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2484
"Parker Hannifin Corporation
  100 Dunn Road & 15    Depew Avenue
  Lyons, NY 14489",Engineering technologies,Wayne | WIB Name: FINGER LAKES| Region: Finger Lakes Region,230,230,11/20/2009,Beginning  on or about 10/13/2009 and occuring in phases  until plants close.,Between  1/22/2010 and 2/5/2010,Economic,Plant Closing,Plant  Closing,Employees are not  represented by any union and bumping rights do not exist.,"Ron Weil, Vice President, General Manager",(901) 850-3843,2483
"Temic Automotive of North America
  611 Jamison    Road
  Elma, NY 14059",Automotive electronics manufacturing,Erie  | WIB: ERIE| Region: WESTERN REGION,86,2,11/20/2009,2/19/2010,Closing to occur in 2010.,Adverse business conditions,Plant Closing,Plant  Closing,No bumping rights available  to employees.,"Donna Lilly, Human Resources Manager",(716) 687-6138,2482
"Matrx (Midmark Corporation)
145 Mid County    Drive
Orchard Park, NY 14127",Dental Gas & Veterinary Anesthesia Equipment Mfr,Erie |  WIB Name: ERIE| Region: Western Region,87,87,11/16/2009,11/20/2009-Layoffs postponed for 2 of the  affected employees that remained,11/20/2009,"Consolidation of Air and Vac division with operations  at corporate headquarters in Versailles,   Ohio",,Plant  Closing,-----,"Ms. Sue Hulsmeyer, Human Resource Manager",(937) 526-8363,2469
"CNN America, Inc.
One Time   Warner Center
New York, NY 10019",TV Production,"New York | WIB  Name: NEW YORK CITY| Region: New York City
  Contact: Mary  Hutchinson, Director of Human Resources",28,28,11/13/2009,-----,2/10/2010,Discontinuation  of the Lou Dobbs Tonight Show,Plant Unit Closing,Plant  Unit Closing,Employees are not represented by a union and have no bumping rights.,,(212)  275-7715,2468
"Coca-Cola Enterprises Inc.'s (Production only)
123 Upper Falls    Blvd
Rochester, NY 14605",Soft drink bottling company,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,11/13/2009,2/1/2010,-----,Economic,,Plant  Layoff,No bumping rights  exist.,"James C. Tanner, Human Resources Director",(914) 356-7784,2467
"Eastman Kodak Company - Kodak Research Lab
1999 Lake    Avenue
Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,11/13/2009,To  occur between 1/19/2010 and 1/27/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of Employee Service",(585) 781-1896,2466
"Farmers Group Inc.
1 Park Place
Albany, NY 12211",Insurance,Albany  | WIB Name: CAPITAL DISTRICT| Region: Capital  Region,41,41,11/13/2009,-----,2/5/2010,Economic,Plant Closing,Plant  Closing,The affected employees are  not represented by a union and no bumping rights exist.,Laura A. Rock SVP Human Resources,(302) 252-2258,2465
"Lowe New    York (Office Facility)
250 Hudson    Street
New York, NY 10013",Marketing and  Advertising,New York | WIB  Name: NEW YORK CITY| Region: New York City,120,15,11/6/2009,12/31/2009,2/1/2010,Business  bought by Deutsch Inc.,Plant Closing,Plant  Closing,Employees are not represented by a union and have no bumping rights.,"Kristin Petty, Human Resources Director Through 12/31/09
  Robin  Lander, Partner, Director of Human Resources at Deutsch Inc. After 12/31/09","(212)  605-8083 until 12/31/09, (212) 981-7755 after 12/31/09",2464
"Pfeiffer Foods Division of T. Marzetti Company
683 Lake Street
Wilson, NY 14172",Salad dressings and Mayonaisse Producers,Niagara | WIB Name:  NIAGARA| Region: Western Region,154,154,11/9/2009,Begins  on 11/20/2009,12/18/2009,Economic,Plant Closing,Plant  Closing,"Local 802 Bakery, Confectionery, Tobacco Workers and Grain Millers  International 
  Union of America - Bumping rights do exist.","Lowell Berry, Director of Human Resources",(614) 846-2232,2463
"Dresdner Kleinwort Securities LLC
1301 Avenue of the Americas, 41st Floor
New York, NY 10019",Financial,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,21,11/06/2009,11/03/2009,-----,Economic,Plant Layoff,Plant  Layoff,"No employees are unionized  and there are no provisions regarding transfer, bumping or 
  reassignment  rights to affected employees.",Geralyn Cappelli,(212) 969-7834,2462
"Zip Realty Inc.
  One Greenway   Plaza
  135 Pinelawn Road, Suite 130 North
  Melville, NY 11747",Realty agency,Suffolk | WIB Name: SUFFOLK| Region: Long Island,103,103,11/4/2009,-----,2/3/2010,Economic,Plant Closing,Plant  Closing,There  are no bumping rights applicable.,"Joan Burke, Vice President Human Resources",(510)  735-2653,2461
"Suns Microsystems, Inc.
  345 Woodcliff Drive
  Fairport, NY 14450",Computer Systems Services,"Monroe | WIB: MONROE | Region: FINGER LAKES 
  New York  / WIB : New York City / Region : New York City",-----,2,11/4/2009,To  commence between 1/3/2010 and 1/17/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping  rights do not exist.,"Kim Booker, Human Resources",(415) 226-3396,2460
"Family Support Systems Unlimited, Inc.
  2530 Grand Concourse
  Bronx, NY 10458",Foster Care Division,New York | WIB  Name: NEW YORK CITY| Region: New York City,92,92,11/4/2009,-----,11/6/2009,"Economic - surrender of contracts with the  Administration for Childrens 
  Services",Plant Unit Closing,Plant  Unit Closing,Bumping rights do not exist.,"Lillian Stephen Philippe, Chief Administrative Officer",(718) 220-5400 X 242 or X 372,2459
"Ciba Corporation (now owned by BASF Corporation) Office Building
          540 White    Plains Road
          Tarrytown, NY 10591",Specialty chemical company,Westchester | WIB  Name: WESTCH/PTNM| Region: Mid-Hudson Region,350,32,11/4/2009,"Schedule  of affected employees indicate layoffs began on 9/15/2009  and extend 
  through 1/31/2011",-----,Economic,Plant Unit Closing,Plant  Unit Closing,No bumping rights exist;  employees are not represented by a union.,"Cherie Hutton, Vice President Human Resources",(914) 785-2000,2458
"Time Inc.
  1271 Avenue of the Americas
  New York, NY 10020",Magazine Publisher,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,280,11/3/2009,Layoffs  will occur between 11/2/2009 and 1/31/2010,-----,Economic,Plant Layoff,Plant  Layoff,No  employee has bumping rights.,Dasha Smith Dwin,(212) 522-7673,2457
"Matthews International Corp.
25 Chestnut    Street
Seneca Falls, NY 13148",Manufacturing Metal Letters & Marking Devices,Seneca | WIB Name: FINGER LAKES | Region: Finger Lakes Region,20,20,11/3/2009,Begin  on 12/18/2009 and continue through 4/2/2010,4/2/2010,Economic,,Plant  Closing,There is no union and there are no bumping  rights.,"Ann York, Regional HR Manager",(765) 966-1576,2456
"Nortel Networks Inc.- Enterprise Services Business 
4000 Veterans    Memorial Highway
Bohemia,  NY  11716",Communication technology,Suffolk | WIB Name: SUFFOLK| Region: Long Island,32,32,11/3/2009,-----,2/2/2010,Economic,Plant Unit Closing,Plant  Unit Closing,"Employees have no rights to  bump/move into or otherwise claim any other position 
  within the  company.","Stacy R. Knight, Senior Manager, U.S. Employee  Relations",(972)  362-5522,2453
"Arrow Electronics
  50 Marcus Drive
   Melville, NY 11747",Wholesale electronic equipment/supplies,Suffolk | WIB Name: SUFFOLK | Region: Long Island,543,100,10/30/2009,1/29/10 (15); 2/26/10 (15); 3/26/10 (13); 4/30/10  (10); 5/28/10 (2); 7/2/10 (45),-----,Economic,Plant Layoff,Plant  Layoff,No union represents the affected employees,"Carine Jean-Claude, Director, Legal Affairs",(631) 847-5450,2452
"Capital One Bank
265 Broadhollow Road
Melville, NY 11747",Bank-Call Center,Suffolk | WIB Name: SUFFOLK| Region: Long Island,99,99,11/2/2009,"Layoffs: 4/3/2010 (95  affected), 4/17/2010 (3 affected) and  5/1/2010 (1 affected)",5/1/2010,Economic,Plant Unit Closing,Plant  Unit Closing,-----,"Sharren Redlein, Director, Call Center  Operations",(631) 577-1480,2451
"Boss Precision LTD
2440 South Union Street
Spencerport, NY 14559",Fabricated metal products,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,56,13,10/29/2009,10/20/2009,-----,Economic,Plant Layoff,Plant Layoff,-----,"Ronald Posato Sr., Plant Manager",(585) 352-7070,2450
"Lockheed Martin
  Bldg 257-258, Oak Hill Avenue & Clark St
  Endicott, NY 13760",Global security & information technology company,Broome/Tioga | WIB Name: BROOME/TIOGA| Region: Southern Region,-----,0,10/28/2009,"Layoff  postponed from original date of 10/30/2009 to 1/28/2010-
  See  site location below.",-----,Economic,Plant layoff,Plant  Layoff,Bumping rights do not exist.,"Joseph D'Abbracci, Director of Human Resources",(607) 751-3217,2449
"Watson Laboratories, Inc.
1033 Stoneleigh    Avenue
Carmel, NY 10512",Pharmeceutical Laboratory,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson  Region,-----,11,10/26/2009,1/22/2010,12/31/2010,Economic,Plant Closing,Plant  Closing,-----,"Awilda Gonzalez, Human Resources Manager",(914) 767-2051,2447
