Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Icahn Capital L.P. 767 Fifth Avenue New York, NY 10153",Private equity,New York |WDB Name:  NEW YORK CITY | Region:  New York City County:  Westchester |WDB Name:  WESTCH/PTNM | Region:  Mid-Hudson Region,27 (total affected employees at all sites),3,12/3/2019,"March 31, 2020","March 31, 2020","Relocating to Miami, Florida",Plant Closing,Plant Closing,The employees are not represented by a union.,"Patricia A. Agnello, Esq., Chief Human Resources Officer & Employment Counsel",(212) 702-4354,68-0665503,2019-0173,7020
"Ibase Operations Corp. 'dba' Qualitest 111 8th Ave New York, NY 10011",Independent software testing & Quality Assurance Service,New York | WDB Name: NEW YORK CITY | Region: New York City,63,63,10/22/2019,"February 28, 2020","February 28, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Einav Lavi, CPTO (Chief People & Talent Officer)",(619) 278-9481,06-1489738,2019-0177,7019
"Crosstex International, Inc. (Cantel) Phase 310 Ranick RoadHauppauge, NY 11788",Dental equipment distribution and manufacturing,Suffolk | WDB Name:SUFFOLK | Region: Long Island,88,13,11/27/2019,"Separations are anticipated to occur on February 28, 2020.",-----,"Restructuring which will involve the relocation of certain dental equipment distribution and manufacturing operations to Rush, NY.",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Chris Mathews, Director, Human Resources",(631) 582-6777,11-3048770,2019-0168,7017
"Featherstone Foods, Inc. 1164 E. 156th Street Bronx, NY 10474",Food products supplier,Bronx | WDB Name:NEW YORK CITY | Region:New York City,99,99,12/2/2019,"March 2, 2020",-----,"Acquisition of Featherstone Foods, Inc. by Featherstone Distribution, LLC.",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Eli Richman, Executive Vice President of Logistics and Distribution",(914) 497-2204,-----,2019-0172,7016
"Distinctive Maintenance Partners, LLC 851 Tinton Avenue Bronx, NY 10456",Cleaning Services,Bronx | WDB Name: NEW YORK CITY | Region: New York City,-----,118,11/27/2019,"December 31, 2019",-----,Non-renewal of service contract with Acacia Housing Network Inc.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Robert Espaillat, CEO",(718) 764-0000,82-3300303,2019-0169,7015
"Oakwood Worldwide (US) LP 888 Sixth Avenue, Suite 305 New York, NY 10017",Providing temporary and long-term housing accommodations for relocated individuals and corporate officials.,New York | WDB Name: NEW YORK CITY | Region: New York City,21 (total at both sites),21,12/3/2019,"Separations will occur March 2, 2020 or the 14-day period beginning on that date.","March 2, 2020",Economic,Plant Closing,Plant Closing,New York Hotel & Motel Trades Council,"Hortencia Garcia, Director, Employee & Labor Relations",(562) 473-7383,-----,2019-0170,7014
"ACCO Brands USA LLC 941 Acco Way Ogdensburg, NY 13669",Manufacturing operations,St. Lawrence | WDB Name: ST LAWRENCE | Region: North Country,100,54,9/23/2019 Amended: 11/26/2019,"Due to business requirements, Phase 1 and Phase 2 separations have been combined with separations to occur on 1/3/2020 (3); 1/24/2020 (30); 2/28/2020 (19); and 6/2/2020 (2).",1/24/2020,Termination of Manufacturing Operations,Plant Unit Closing,Plant Unit Closing,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, Local 4-503","John Roome, Human Resources Manager",(315) 605-3090,13-2657051,2019-0068,7013
"Eastman Kodak Company (Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,178,1,11/25/2019,2/22/2020,-----,Economic,Plant Layoff,Plant Layoff,The employee is not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0167,7012
"Salisbury Hotel 123 West 57th Street New York, NY 10019",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,87,87,11/22/2019,2/20/2020,2/20/2020,Economic,Plant Closing,Plant Closing,"New York Hotel and Motel Trades Council, AFL-CIO (Local 6)","Ryan Gibson, Chairman, Hotel Salisbury",(518) 740-2493,13-1257268,2019-0166,7011
"WeWork Companies, Inc. 115 W 18th St. New York, NY 10011",Commercial real estate company,New York | WDB Name: NEW YORK CITY | Region: New York CityQueens | WDB Name: NEW YORK CITY | Region: New York City,898 (total employees for all affected sites),414,11/22/2019,"Separations are expected to occur on February 21, 2020. Of the total 898 employees, 260 will be offered transitional positions to one or more third party vendors.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kate B. Rhodes, Associate General Counsel, Employment",(646) 809-4474,27-3869551,2019-0147,7010
"Jet.com Inc. (Walmart) 1055 Bronx River Ave Bronx, NY 10472",Online grocery services,Bronx | WDB Name: NEW YORK CITY | Region: New York City,160,160,11/22/2019,2/28/2020,2/28/2020,Economic,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Katherine Vukellch, VP, eCommerce Supply Chain HR",(312) 513-8842,46-5305484,2019-0163,7009
"PrimeFlight Aviation Services, Inc. John F. Kennedy International Airport Queens, NY 11430","Provides airline, aircraft, airport services",Queens | WDB Name: NEW YORK CITY | Region: New York City,450,450,11/25/2019,3/1/2020,3/1/2020,Loss of contract with JetBlue Airway Corporation at John F. Kennedy International Airport,Plant Unit Closing,Plant Unit Closing,Service Employees International Union Local 32BJ (SEIU),"Aisha Blackman, Sr. Employee Relations Manager",(281) 942-6800,-----,2019-0165,7008
"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)560 Fifth Avenue, 3rd FloorNew York, NY 10036",Restaurants,New York | WDB Name: NEW YORK CITY | Region: New York City,45,45,7/13/2018 Amended: 11/25/2019,"Close of business on March 31, 2020, or during the 14 day period thereafter for the food court employees. It is anticipated that the TGI Fridays will continue in operation beyond this period.",3/31/2020,Expiration of lease,Plant Closing,Plant Closing,The employees are not represented by a union.,"Ann Martinez, CFO",(212) 560-1658,13-3031720,2018-0006,7006
"Mountain States Rosen Company (Hunts Point Co Op Markets)  355 Food Center Drive  Bronx,  NY 10474",,Bronx  |WDB Name: NEW YORK CITY | Region: New York City,,,11/20/2019,,,,Plant Closing,Plant Closing,UFCW Local 342,"Cindy  Hasbrouck, VP Human Resources",(970) 576-3600  Ext: 6285,,2019-0145,7005
"Learning Center (Gustavus Adolphus Child and Family Services,  Inc.)  210 Gustavus Avenue  Jamestown, NY 14701",,Chautauqua  |WDB Name: CHAUTAUQUA | Region: Western Region,,,11/15/2019,"Layoff Date:  The expected date of the first separation of employees is February 14,  2020 but no later than February 28, 2020.",,,Plant Closing,,New York State United Teachers,"Jana  Anderson-O'Camb, Human Resources",(716) 665-8136,,2019-0143,7004
"Residential Treatment Center (Gustavus Adolphus Child and  Family Services, Inc.)  200 Gustavus Avenue  Jamestown, NY 14701",,Chautauqua  |WDB Name: CHAUTAUQUA | Region: Western Region,,,11/15/2019,"The expected date of the first separation of  employees is February 14, 2020 but no later than February 28, 2020.",,,Plant Closing,,The employees are not represented by a union.,"Jana  Anderson-O'Camb, Human Resources",(716) 665-8136,,2019-0144,7003
"Residential Treatment Center and Learning Center, Lutheran  Social Services Group, Inc. (Gustavus Adoiphus Child and Family Services, Inc.)  715 Falconer Avenue  Jamestown, NY 14701",,Chautauqua  | WDB Name: CHAUTAUQUA | Region: Western Region,,,11/15/2019,"The expected date of the first separation of  employees is February 14, 2020 but no later than February 28, 2020.",,,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Jana  Anderson-O'Camb, Human Resources",(716) 665-8136,,2019-0142,7002
"Home Box Office. Inc. 30 Hudson Yards New York, NY 10001","American premium channel owned by the Home Box Office, Inc.",New York | WDB Name: NEW YORK CITY | Region: New York City,"1,173",15,11/14/2019,"Separations will occur on February 12, 2020, or the 14-day period commencing on that date.",-----,Merger,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Keir McMullen, Vice President, Human Resources East Coast",(212) 512-5644,05-0545061,2019-0146,7001
"Home Box Office, Inc. 30 Hudson Yards New York, NY 10001","American premium channel owned by the Home Box Office, Inc.",New York | WDB Name: NEW YORK CITY | Region: New York City,"1,173",12,10/22/2019,"Separations will occur between February 1, 2020 or the 14-day period commencing on that date and running through December 31, 2020, and, or the 14-day period commencing on that date.",-----,Merger,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Keir McMullen, Vice President, Human Resources East Coast",(212) 512-5644,05-0545061,2019-0141,6998
"Plated. 111 W. 19th Street, 3rd Floor New York, NY 10011",American ingredient-and-recipe meal kit service,New York | WDB Name: NEW YORK CITY | Region: New York City,128,128,11/12/2019,"Separations from employment is expected to occur during the 14-day window beginning February 10, 2020.","February 10, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jacqueline Meyer, Vice President of People Operations",(631) 334-1937,45-5445166,2019-0139,6997
"Eastman Kodak Company (Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,1,11/12/2019,"February 09, 2020",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0140,6996
"Cayuga Operating Company LLC (Heorot Power) 228 Cayuga Drive Lansing, NY 14882",Power station,Tompkins | WDB Name: TOMPKINS | Region: Southern,44,44,7/31/2019 Amendment: 11/12/2019,"Separations have been extended for 27 employees from October 29, 2019 or within 14 days thereafter to December 27, 2019 or within 14 days thereafter.",To be determined,Economic,Plant Closing,Plant Closing,"International Brotherhood of Electrical Workers, Local 10","Doouus Roll, Plant Manager",(607) 533-7913 Ext: 2246,80-0807642,2019-0023,6995
"Transform KM LLC (Sidney - Kmart Unit #07676) 171 Delaware Avenue Sidney, NY 13838",Retail store,Delaware | WDB Name: CDO | Region: Southern,84,84,11/8/2019,"Separations will occur on February 16, 2020 or during a 14-day period beginning on that date.","February 16, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Aimee Grabau, HR DVP",(847) 286-1427,35-2650557,2019-0137,6994
"Transform KM LLC (Kmart Unit #03862) 5151 Sunrise Highway Bohemia, NY 11716",Retail store,Suffolk | WDB Name: SUFFOLK | Region: Long Island,78,78,11/8/2019,"Separations will occur on February 16, 2020 or during a 14-day period beginning on that date.","February 16, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Aimee Grabau, HR DVP",(847) 286-1427,35-2650557,2019-0138,6993
"Transform SR LLC (Sears Unit #01984) S 3701 McKinley Parkway Buffalo, NY 14219",Retail store,Erie | WDB Name: ERIE | Region: Western,45,45,11/8/2019,"Separations will occur on February 16, 2020 or during a 14-day period beginning on that date.","February 16, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Aimee Grabau, HR DVP",(847) 286-1427,35-2650557,2019-0136,6992
"Barneys New York 575 5th Avenue New York, NY 10017",Retail,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Orange | WDB Name: ORANGE | Region: Mid-Hudson County: Queens | WDB Name: NEW YORK CITY | Region: New York City,165,165,10/16/2019 Amendment: 11/11/2019,"Employment terminations extended from November 1, 2019 (or a date within 14 days thereafter) to as early as December 15, 2019 (or a date within 14 days thereafter) for the employees located at 575 5th Avenue, New York, NY 10017 and as early as December 31, 2019 (or a date within 14 days thereafter) for the employees located at 660 Madison Avenue, New York, NY 10065; 101 7th Avenue, New York, NY 10011; and 240 Hudson Valley District, Suite 240, Central Valley, NY 10917.","December 15, 2019",Economic,Plant Closing,Plant Closing,New York New Jersey Regional Joint Board Workers United A/W SEIU,"Grace Fu, Executive VP of Human Resources, General Counsel & Secretary, Barneys New York",(212) 450-8606,13-4942980,2019-0102,6991
"Forever 21 (Store #0614) World Trade Center185 Greenwich Street, Ste. LL4435 New York, NY 10007",Retail Store,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Kings | WDB Name: NEW YORK CITY | Region: New York City,126 (Total employees affected at both sites),66,11/1/2019,"Separations will commence on February 4, 2020 or within 14 days thereafter.","February 4, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Erica Chang, Sr. Manager, Global Stores HR",(213) 765-2966,68-0367150,2019-0134,6990
"Damiano Corp of Jamaica d/b/a McDonald's 166-30 Jamaica AveJamaica, NY 11432",Restaurant,Queens | WDB Name: NEW YORK CITY | Region: New York City,23,23,10/30/2019,"November 30, 2019","November 30, 2019",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Robert Mathis, Field Supervisor",(201) 954-3135,37-1700272,2019-0133,6989
"Marvell Semiconductor, Inc. (East Fishkill office) 2070 Route 52 Hopewell Junction, NY 12533",Global semiconductor company,Dutchess | WDB Name: DUTCHESS | Region: Mid-Hudson,-----,23,11/5/2019,"January 6, 2020",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Mitch Gaynor, Executive Vice President, Chief Administration and Legal Officer",(408) 222-2500,77-0398669,2019-0132,6988
"LSC Communications US, LLC (Dover Publications office) 31 East 2nd Street Mineola, NY 11501",Commercial printing company,Nassau |WDB Name:  HEMPSTEAD | Region:  Long Island,59,23,11/7/2019,"Separations are expected to commence on or about February 7, 2020 and continue through June 30, 2020",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kristin Goetze, Regional Human Resources Manager",(516) 294-7000 Ext:  100,13-5630853,2019-0131,6987
"Eastman Kodak Company (Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,------,2,10/31/2019,1/28/2020,------,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0129,6983
"Eastman Kodak Company (Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,------,3,10/30/2019,1/27/2020,------,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0128,6982
"Eastman Kodak Company (Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,------,1 (employee is a remote worker),10/29/2019,1/26/2020,------,Economic,Plant Layoff,Plant Layoff,The employee is not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0127,6981
"IPRO Headquarters 1979 Marcus Avenue, Suite 105Lake Success, New York 11042",Health Care Service Contracts,Nassau | WIB Name: HEMPSTEAD | Region: Long Island,228,136,10/31/2019,"The expected date of separation is January 31, 2020.",-----,End of one of IPRO’s core contracts,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Donna Rodriguez, Sr. Director of Human Resources",(516) 209-5425,11-2662689,2019-0126,6980
"L3Harris Technologies 600 Third Avenue New York, NY 10016",A global defense technology leader,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,34,10/28/2019,"January 20, 2020 (1 employee); January 31, 2020 (6 employees); March 31, 2020 (27 employees)",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Fagie Hartman, Assistant General Counsel",(212) 805-5318,13-3937436,2019-0125,6979
"Dexia Credit Local, New York Branch445 Park AvenueNew York, NY 10022",Bank,New York | WDB Name:NEW YORK CITY | Region:New York City,71,33,9/3/2019,"Employee separations are expected to occur beginning December 2, 2019, through December 13, 2019.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Anthony Mauro, Deputy General Manager and Head of Human Resources",(212) 705-0725,52-2007100,2019-0124,6977
"Bethany Nursing Home & HRF, Inc. and Bethany Retirement Home, Inc.(collectively Bethany Village)3005 Watkins Road Horseheads, NY 14845",Food service operations unit,Chemung | WDB Name:CSS | Region:Southern Region,52,52,10/28/2019,2/8/2020,2/8/2020,"Bethany Village will be contracting with Morrison Community Living, a division of Morrison Management Specialists, Inc.",Plant Unit Closing (ending its food service operations),Plant Unit Closing,The employees are not represented by a union.,"Jaimi Stevens, Director of Human Resources",(607) 378-6954,51-0191763,2019-0123,6976
